ID,Name,Age,City,Salary,JoinDate
541,Name_541,60.0,City_40,71558.4,2020-10-09
542,Name_542,61.0,City_41,34091.28,2021-04-01
543,Name_543,62.0,City_42,43619.36,2022-05-20
544,Name_544,63.0,City_43,98101.86,2020-10-17
545,Name_545,64.0,City_44,96868.24,2021-01-01
546,Name_546,,City_45,81692.1,2022-04-07
547,Name_547,66.0,City_46,N/A,2020-04-26
548,Name_548,67.0,City_47,36714.72,2021-07-13
549,Name_549,68.0,,119849.08,2022-09-16
550,Name_550,69.0,City_49,92353.97,2020-08-12
551,Name_551,20.0,City_50,93551.65,2021-12-09
552,Name_552,21.0,City_51,119923.45,2022-03-06
553,Name_553,22.0,City_52,44850.95,2020-09-22
554,Name_554,23.0,,N/A,2021-06-09
555,Name_555,24.0,City_54,72963.23,2022-12-15
556,Name_556,,City_55,N/A,2020-04-09
557,Name_557,26.0,City_56,62138.03,unknown
558,Name_558,,City_57,111724.19,2022-08-21
559,Name_559,28.0,City_58,113898.66,2020-04-24
560,,,City_59,31482.8,2021-02-15
561,Name_561,30.0,City_60,34705.66,2022-07-01
562,Name_562,31.0,City_61,78067.37,unknown
563,Name_563,32.0,City_62,38778.54,2021-12-10
564,Name_564,33.0,City_63,N/A,2022-03-15
565,Name_565,,,43948.26,2020-07-14
566,Name_566,,City_65,71108.65,2021-03-26
567,Name_567,36.0,City_66,32922.67,2022-09-10
568,Name_568,37.0,City_67,52278.42,2020-06-06
569,Name_569,38.0,City_68,30766.87,2021-04-10
570,Name_570,,City_69,32927.17,2022-12-09
571,Name_571,,City_70,69976.03,2020-10-17
572,Name_572,41.0,City_71,82262.35,2021-11-23
573,Name_573,42.0,City_72,106495.65,2022-10-09
574,Name_574,43.0,City_73,71349.02,2020-12-24
575,Name_575,44.0,City_74,79458.98,2021-07-06
576,Name_576,45.0,City_75,31162.06,2022-08-15
577,Name_577,46.0,City_76,73284.11,2020-08-06
578,Name_578,47.0,City_77,N/A,2021-02-16
579,Name_579,48.0,City_78,40024.77,2022-04-24
580,Name_580,,City_79,87188.58,2020-01-26
581,Name_581,50.0,City_80,85814.03,2021-06-07
582,Name_582,,City_81,74724.28,2022-09-24
583,Name_583,52.0,City_82,53599.7,2020-08-07
584,Name_584,53.0,City_83,41256.22,2021-09-16
585,Name_585,54.0,City_84,101323.63,2022-09-20
586,Name_586,55.0,City_85,89475.81,2020-08-26
587,Name_587,56.0,City_86,113691.57,2021-08-06
588,Name_588,57.0,City_87,74481.1,2022-07-25
589,Name_589,58.0,City_88,106432.31,2020-01-17
590,Name_590,59.0,City_89,108874.12,2021-12-27
591,Name_591,60.0,City_90,78387.67,2022-03-07
592,Name_592,61.0,City_91,89977.33,2020-07-02
593,Name_593,62.0,,32376.86,2021-11-08
594,Name_594,63.0,City_93,38140.88,2022-09-04
595,Name_595,64.0,City_94,80037.44,2020-08-20
596,,65.0,City_95,54889.6,2021-06-08
597,Name_597,66.0,City_96,69127.38,2022-05-07
598,Name_598,67.0,City_97,113193.71,2020-07-05
599,Name_599,68.0,City_98,48819.26,2021-09-03
600,Name_600,69.0,City_99,43813.35,2022-08-21
601,,20.0,City_0,56475.44,2020-03-21
602,Name_602,21.0,City_1,93461.85,2021-03-03
603,Name_603,22.0,,40218.3,2022-06-20
604,Name_604,23.0,City_3,40544.03,2020-04-13
605,Name_605,24.0,City_4,98625.46,2021-12-03
606,Name_606,25.0,City_5,71360.59,2022-02-05
607,Name_607,26.0,City_6,N/A,2020-02-22
608,Name_608,27.0,City_7,76234.42,2021-07-11
609,Name_609,28.0,City_8,80426.55,2022-02-14
610,Name_610,29.0,City_9,52329.19,2020-11-06
611,Name_611,30.0,City_10,64377.97,2021-01-03
612,Name_612,31.0,City_11,42930.36,2022-11-06
613,Name_613,32.0,City_12,33670.56,2020-11-28
614,Name_614,,City_13,88178.77,2021-07-04
615,Name_615,34.0,City_14,45143.64,2022-05-25
616,Name_616,35.0,City_15,70051.0,2020-11-17
617,Name_617,36.0,City_16,101928.99,2021-10-13
618,Name_618,37.0,City_17,64291.07,2022-09-02
619,Name_619,38.0,City_18,34802.21,2020-12-12
620,Name_620,39.0,City_19,66908.54,2021-03-18
621,Name_621,40.0,City_20,95715.76,2022-07-17
622,Name_622,41.0,City_21,N/A,2020-02-16
623,Name_623,42.0,City_22,119799.91,2021-06-22
624,Name_624,43.0,City_23,54793.41,2022-09-21
625,Name_625,44.0,City_24,31350.65,2020-04-05
626,Name_626,45.0,City_25,112925.18,unknown
627,,46.0,City_26,54856.28,2022-04-19
628,Name_628,47.0,City_27,N/A,2020-02-10
629,Name_629,48.0,City_28,35963.71,2021-04-07
630,Name_630,49.0,City_29,46970.63,2022-02-04
631,Name_631,,City_30,92749.86,2020-11-20
632,Name_632,51.0,City_31,70727.59,2021-11-24
633,Name_633,52.0,City_32,84434.76,2022-12-21
634,Name_634,53.0,City_33,52503.93,2020-11-13
635,,,City_34,N/A,2021-04-16
636,Name_636,55.0,City_35,96873.21,2022-06-06
637,Name_637,56.0,City_36,87283.24,2020-08-19
638,Name_638,57.0,City_37,54437.02,2021-03-12
639,Name_639,,City_38,N/A,2022-05-14
640,Name_640,59.0,City_39,38325.98,2020-11-17
641,Name_641,60.0,City_40,61225.96,unknown
642,Name_642,,City_41,60709.71,2022-03-20
643,Name_643,62.0,City_42,53341.92,unknown
644,Name_644,63.0,City_43,70213.3,2021-06-17
645,Name_645,,City_44,93273.1,2022-11-06
646,Name_646,65.0,City_45,116521.55,2020-09-02
647,Name_647,66.0,City_46,N/A,unknown
648,Name_648,,City_47,N/A,2022-07-01
649,Name_649,68.0,City_48,103007.12,2020-12-06
650,Name_650,69.0,City_49,87917.1,2021-06-28
651,,20.0,City_50,83355.14,2022-12-17
652,Name_652,21.0,,54197.25,2020-12-25
653,Name_653,22.0,City_52,90309.19,2021-07-04
654,Name_654,23.0,City_53,30191.4,2022-11-04
655,,24.0,City_54,50861.78,2020-09-17
656,,25.0,City_55,41536.48,2021-08-03
657,Name_657,,,118452.14,2022-05-24
658,Name_658,27.0,City_57,75424.03,unknown
659,Name_659,,City_58,115406.88,2021-07-05
660,Name_660,29.0,City_59,34213.87,2022-05-08
661,Name_661,30.0,City_60,97319.18,2020-09-01
662,Name_662,31.0,,71834.08,2021-08-02
663,Name_663,32.0,City_62,101418.36,2022-12-11
664,Name_664,,City_63,83129.12,2020-06-02
665,Name_665,34.0,City_64,40721.86,2021-11-13
666,Name_666,35.0,City_65,92579.94,2022-08-17
667,Name_667,36.0,City_66,68693.16,2020-09-02
668,Name_668,37.0,City_67,83727.26,2021-03-26
669,Name_669,38.0,City_68,73770.84,unknown
670,Name_670,39.0,City_69,83078.74,2020-12-06
671,Name_671,40.0,,N/A,2021-05-23
672,Name_672,41.0,City_71,70081.83,2022-12-26
673,Name_673,42.0,City_72,100092.64,2020-03-01
674,Name_674,43.0,City_73,98600.88,unknown
675,Name_675,44.0,City_74,67348.27,2022-10-12
676,Name_676,,City_75,84288.94,2020-08-18
677,Name_677,46.0,City_76,N/A,2021-02-25
678,Name_678,47.0,City_77,83070.45,2022-09-11
679,,48.0,City_78,N/A,2020-05-20
680,Name_680,49.0,City_79,71974.2,2021-06-16
681,Name_681,50.0,City_80,81694.25,2022-11-22
682,Name_682,51.0,City_81,84538.12,2020-05-17
683,Name_683,52.0,City_82,66295.33,2021-01-17
684,Name_684,53.0,City_83,100028.19,2022-06-01
685,Name_685,54.0,City_84,N/A,2020-03-16
686,Name_686,,City_85,108441.14,unknown
687,Name_687,56.0,City_86,74577.97,2022-05-23
688,Name_688,57.0,City_87,31374.56,2020-06-28
689,,58.0,City_88,44153.5,2021-08-26
690,Name_690,59.0,City_89,67847.2,2022-06-11
691,Name_691,60.0,City_90,75726.33,2020-11-15
692,Name_692,61.0,City_91,36109.39,2021-01-19
693,Name_693,62.0,City_92,57402.25,2022-10-02
694,Name_694,63.0,City_93,30228.9,2020-11-18
695,Name_695,64.0,City_94,37048.44,unknown
696,Name_696,65.0,City_95,105479.0,2022-02-09
697,Name_697,66.0,City_96,34611.05,2020-08-24
698,Name_698,67.0,,105491.83,2021-11-12
699,Name_699,68.0,City_98,90151.69,2022-05-18
700,Name_700,69.0,City_99,34555.63,2020-08-13
701,Name_701,20.0,City_0,74403.57,unknown
702,Name_702,21.0,City_1,99526.14,2022-03-10
703,,22.0,City_2,110826.94,2020-04-03
704,Name_704,23.0,City_3,78772.63,2021-01-02
705,,24.0,City_4,76465.52,2022-03-18
706,Name_706,,City_5,105167.6,2020-03-13
707,Name_707,26.0,City_6,76734.41,2021-08-06
708,Name_708,27.0,City_7,118408.62,2022-07-17
709,Name_709,28.0,City_8,114123.12,2020-01-13
710,Name_710,,City_9,34977.99,2021-02-14
711,Name_711,30.0,City_10,42253.05,2022-04-16
712,Name_712,31.0,City_11,71039.28,2020-07-23
713,Name_713,32.0,City_12,116906.83,2021-09-14
714,Name_714,33.0,City_13,94378.82,2022-07-20
715,Name_715,34.0,City_14,91588.8,2020-09-20
716,Name_716,,City_15,53823.33,2021-06-24
717,,36.0,City_16,37457.54,2022-08-15
718,Name_718,37.0,City_17,54877.94,2020-10-12
719,Name_719,38.0,City_18,N/A,2021-05-17
720,Name_720,,City_19,49711.04,2022-09-19
721,Name_721,40.0,City_20,56663.95,2020-09-21
722,Name_722,41.0,City_21,66022.58,2021-02-17
723,Name_723,42.0,City_22,38843.84,2022-02-07
724,Name_724,43.0,City_23,58791.09,2020-05-08
725,Name_725,44.0,City_24,85138.65,2021-04-11
726,Name_726,45.0,City_25,117854.02,2022-12-10
727,Name_727,46.0,City_26,87352.48,2020-02-01
728,Name_728,47.0,City_27,30432.91,2021-07-07
729,Name_729,48.0,City_28,56789.2,2022-11-15
730,Name_730,49.0,City_29,77453.74,2020-12-14
731,Name_731,50.0,City_30,101003.96,2021-06-01
732,,,City_31,113359.77,2022-05-14
733,Name_733,52.0,City_32,90236.56,2020-02-03
734,Name_734,53.0,City_33,111959.1,2021-04-11
735,Name_735,54.0,City_34,115549.82,2022-02-07
736,Name_736,55.0,City_35,75349.84,unknown
737,Name_737,56.0,City_36,88947.28,2021-04-19
738,Name_738,57.0,City_37,90531.12,2022-01-08
739,Name_739,,City_38,55936.34,2020-04-13
740,Name_740,59.0,City_39,34682.04,2021-06-08
741,Name_741,60.0,City_40,88517.5,2022-05-19
742,Name_742,61.0,City_41,119298.11,2020-08-15
743,Name_743,62.0,City_42,92410.51,2021-01-01
744,,63.0,City_43,42113.48,2022-07-10
745,Name_745,64.0,City_44,107069.71,2020-07-13
746,Name_746,65.0,City_45,54669.48,unknown
747,Name_747,,City_46,83976.16,2022-03-13
748,Name_748,67.0,City_47,67307.78,2020-10-12
749,Name_749,68.0,City_48,99137.73,unknown
750,Name_750,69.0,,37276.15,2022-12-11
751,Name_751,20.0,City_50,57442.13,2020-10-07
752,Name_752,21.0,City_51,116277.22,2021-12-22
753,Name_753,22.0,City_52,96745.57,2022-07-23
754,Name_754,23.0,City_53,N/A,2020-12-10
755,Name_755,24.0,City_54,91972.65,2021-11-03
756,Name_756,25.0,City_55,102608.27,2022-09-11
757,Name_757,,City_56,102012.89,2020-08-19
758,Name_758,27.0,City_57,106770.69,2021-09-05
759,Name_759,28.0,City_58,70102.67,2022-02-26
760,Name_760,29.0,City_59,66011.11,2020-06-11
761,Name_761,30.0,City_60,63934.29,2021-12-27
762,Name_762,31.0,City_61,89581.87,unknown
763,Name_763,32.0,City_62,68366.64,2020-06-04
764,Name_764,33.0,City_63,33664.88,unknown
765,Name_765,34.0,City_64,97331.23,2022-09-08
766,Name_766,35.0,City_65,80392.19,2020-06-05
767,Name_767,36.0,City_66,110225.89,2021-05-13
768,Name_768,37.0,City_67,59327.96,2022-03-04
769,Name_769,38.0,City_68,108973.81,2020-07-02
770,Name_770,39.0,City_69,N/A,2021-04-20
771,Name_771,40.0,City_70,44822.29,2022-11-07
772,Name_772,41.0,City_71,36368.56,2020-05-24
773,Name_773,42.0,,70635.67,unknown
774,Name_774,43.0,City_73,63933.09,2022-12-27
775,Name_775,44.0,City_74,52755.21,2020-12-20
776,Name_776,45.0,City_75,36368.43,2021-03-22
777,Name_777,46.0,City_76,91560.11,2022-11-18
778,Name_778,,City_77,69429.29,2020-02-07
779,Name_779,48.0,City_78,39323.21,2021-04-14
780,Name_780,49.0,City_79,74125.96,2022-10-18
781,Name_781,50.0,City_80,N/A,2020-12-12
782,Name_782,51.0,City_81,50950.88,2021-04-23
783,Name_783,52.0,City_82,108172.84,2022-01-11
784,Name_784,53.0,City_83,90955.36,2020-06-06
785,Name_785,54.0,City_84,61448.56,2021-10-28
786,Name_786,55.0,City_85,117762.67,2022-06-01
787,Name_787,56.0,City_86,118778.77,2020-12-09
788,Name_788,57.0,City_87,60050.2,2021-05-24
789,Name_789,58.0,City_88,53835.19,2022-05-16
790,Name_790,59.0,City_89,94108.36,2020-07-20
791,Name_791,60.0,City_90,107246.07,2021-02-12
792,Name_792,61.0,City_91,N/A,2022-07-08
793,Name_793,62.0,City_92,48878.04,2020-06-13
794,Name_794,63.0,City_93,30058.08,2021-01-14
795,Name_795,,City_94,110079.89,2022-05-03
796,Name_796,65.0,City_95,48365.83,2020-02-05
797,Name_797,66.0,City_96,78986.97,2021-02-16
798,Name_798,67.0,City_97,70244.56,2022-08-04
799,Name_799,68.0,City_98,31752.59,2020-09-01
800,Name_800,69.0,City_99,96140.3,2021-12-14
801,Name_801,20.0,City_0,71629.06,2022-01-10
802,Name_802,21.0,City_1,57031.65,2020-01-10
803,Name_803,22.0,City_2,N/A,2021-12-06
804,Name_804,23.0,,N/A,2022-11-27
805,Name_805,24.0,City_4,50234.19,2020-07-07
806,Name_806,25.0,City_5,N/A,2021-09-10
807,Name_807,26.0,City_6,N/A,unknown
808,Name_808,27.0,City_7,96718.76,2020-03-01
809,Name_809,28.0,City_8,50568.83,2021-04-14
810,Name_810,29.0,City_9,89375.29,2022-02-21
811,Name_811,30.0,City_10,35730.5,unknown
812,Name_812,31.0,City_11,117158.23,2021-01-11
813,Name_813,32.0,City_12,45673.41,2022-06-28
814,Name_814,33.0,City_13,99060.42,2020-06-10
815,Name_815,34.0,,50640.31,2021-02-16
816,Name_816,35.0,City_15,107053.11,2022-06-07
817,Name_817,36.0,City_16,N/A,2020-06-23
818,Name_818,37.0,City_17,74898.68,2021-12-07
819,Name_819,38.0,City_18,110219.58,2022-03-24
820,Name_820,39.0,City_19,92890.64,unknown
821,Name_821,40.0,City_20,108493.19,2021-02-12
822,Name_822,41.0,City_21,71640.91,2022-06-10
823,Name_823,42.0,City_22,36550.84,unknown
824,Name_824,43.0,City_23,32432.96,2021-06-07
825,,44.0,City_24,93774.05,2022-05-27
826,Name_826,45.0,City_25,110623.04,2020-03-10
827,Name_827,,City_26,62997.19,2021-04-12
828,Name_828,47.0,City_27,92988.11,2022-12-11
829,Name_829,48.0,,44528.42,2020-03-22
830,Name_830,49.0,City_29,111248.6,2021-07-14
831,Name_831,50.0,City_30,45399.87,2022-03-10
832,Name_832,51.0,City_31,90783.13,2020-12-23
833,Name_833,52.0,City_32,48498.18,2021-06-05
834,Name_834,53.0,City_33,84213.37,2022-02-09
835,Name_835,54.0,City_34,116033.99,2020-02-10
836,Name_836,55.0,City_35,N/A,2021-04-05
837,Name_837,56.0,City_36,84543.06,2022-12-14
838,Name_838,57.0,City_37,116108.24,2020-03-24
839,Name_839,58.0,City_38,118132.78,2021-05-25
840,,59.0,City_39,99650.05,2022-05-05
841,Name_841,60.0,City_40,105530.08,2020-06-26
842,Name_842,61.0,City_41,83635.33,2021-07-09
843,Name_843,62.0,City_42,49218.11,2022-03-15
844,Name_844,,City_43,33650.7,unknown
845,Name_845,64.0,City_44,52944.3,2021-11-04
846,Name_846,65.0,City_45,N/A,2022-03-08
847,Name_847,66.0,City_46,51007.55,2020-08-04
848,Name_848,67.0,City_47,84300.25,2021-10-11
849,Name_849,68.0,City_48,63855.14,2022-03-07
850,Name_850,69.0,City_49,71274.91,2020-03-21
851,Name_851,20.0,City_50,82892.24,2021-06-19
852,Name_852,21.0,City_51,113468.68,2022-08-25
853,Name_853,,City_52,96244.51,unknown
854,Name_854,23.0,City_53,97573.7,2021-05-18
855,Name_855,24.0,City_54,37039.42,2022-03-28
856,Name_856,25.0,City_55,N/A,unknown
857,Name_857,26.0,City_56,93223.94,2021-04-26
858,Name_858,27.0,City_57,64266.07,2022-09-14
859,Name_859,28.0,City_58,114231.15,2020-10-13
860,Name_860,29.0,City_59,N/A,2021-02-26
861,,30.0,City_60,48505.44,2022-11-06
862,Name_862,31.0,City_61,110353.25,2020-12-01
863,Name_863,,City_62,73632.24,2021-09-21
864,Name_864,33.0,City_63,93120.13,unknown
865,Name_865,34.0,City_64,116561.81,2020-07-12
866,,35.0,City_65,69594.52,2021-11-22
867,Name_867,36.0,City_66,63456.53,2022-08-01
868,Name_868,37.0,City_67,105926.74,2020-08-10
869,Name_869,38.0,City_68,74943.7,2021-10-10
870,Name_870,39.0,City_69,72122.8,2022-03-01
871,Name_871,40.0,City_70,38889.58,2020-07-08
872,Name_872,41.0,City_71,94717.43,2021-08-05
873,Name_873,42.0,,37954.27,2022-11-13
874,Name_874,43.0,City_73,111706.48,2020-05-12
875,Name_875,44.0,,91987.69,2021-09-26
876,,45.0,,66566.78,unknown
877,Name_877,46.0,City_76,59382.6,2020-08-12
878,Name_878,,City_77,30472.95,2021-02-21
879,Name_879,48.0,City_78,58847.37,2022-02-05
880,,49.0,City_79,105318.97,2020-07-16
881,Name_881,50.0,City_80,75053.53,2021-04-04
882,Name_882,,City_81,54648.98,2022-06-24
883,Name_883,52.0,City_82,89054.74,2020-07-12
884,,53.0,City_83,N/A,2021-12-23
885,Name_885,,City_84,41767.7,2022-11-11
886,Name_886,55.0,City_85,108487.56,2020-05-24
887,Name_887,,City_86,54452.5,2021-08-15
888,Name_888,57.0,City_87,32132.82,2022-06-05
889,Name_889,58.0,,33236.77,2020-11-19
890,Name_890,59.0,City_89,33768.65,2021-09-03
891,Name_891,,City_90,38245.23,2022-05-27
892,Name_892,61.0,City_91,47925.08,2020-07-07
893,Name_893,62.0,City_92,92508.69,2021-04-22
894,Name_894,63.0,City_93,115213.42,unknown
895,Name_895,64.0,,89042.2,2020-02-08
896,Name_896,65.0,City_95,40635.71,2021-12-17
897,Name_897,66.0,City_96,105680.82,2022-03-20
898,Name_898,67.0,City_97,108689.4,2020-11-28
899,Name_899,68.0,City_98,41459.63,2021-01-16
900,Name_900,69.0,City_99,N/A,2022-01-23
901,Name_901,20.0,City_0,51677.86,2020-02-11
902,Name_902,,City_1,39740.83,2021-05-03
903,Name_903,,City_2,62506.19,2022-05-24
904,Name_904,23.0,City_3,38923.13,2020-09-23
905,Name_905,,City_4,104858.16,unknown
906,Name_906,25.0,City_5,118170.64,unknown
907,Name_907,26.0,City_6,95120.81,2020-09-08
908,Name_908,27.0,City_7,N/A,2021-05-12
909,,28.0,City_8,77468.54,2022-11-26
910,Name_910,29.0,City_9,64118.94,2020-02-06
911,Name_911,30.0,City_10,62128.28,2021-12-21
912,Name_912,31.0,City_11,103941.56,2022-07-02
913,Name_913,32.0,City_12,97429.75,2020-01-19
914,Name_914,33.0,City_13,93893.19,unknown
915,Name_915,34.0,City_14,53256.93,2022-11-07
916,Name_916,,City_15,90135.6,2020-01-16
917,Name_917,36.0,City_16,110722.59,2021-08-17
918,Name_918,37.0,City_17,117270.45,2022-05-11
919,Name_919,38.0,City_18,102414.45,2020-02-16
920,Name_920,39.0,,37290.07,2021-04-01
921,Name_921,40.0,City_20,32872.85,2022-08-04
922,Name_922,41.0,,36471.09,2020-02-08
923,Name_923,42.0,City_22,50431.28,2021-01-25
924,Name_924,,City_23,33427.17,2022-05-28
925,Name_925,44.0,City_24,76138.1,2020-09-03
926,Name_926,45.0,City_25,88213.33,2021-07-14
927,Name_927,46.0,City_26,N/A,2022-01-13
928,Name_928,47.0,City_27,118766.62,unknown
929,Name_929,48.0,City_28,117489.78,2021-04-05
930,Name_930,49.0,,N/A,2022-02-04
931,Name_931,50.0,City_30,40963.98,2020-04-11
932,Name_932,51.0,,108974.26,2021-04-11
933,Name_933,52.0,City_32,72905.56,2022-04-22
934,Name_934,,City_33,65971.54,2020-03-05
935,Name_935,54.0,City_34,75382.65,2021-12-23
936,Name_936,,City_35,107144.25,2022-08-20
937,Name_937,,City_36,82074.64,2020-04-02
938,Name_938,57.0,City_37,47348.79,2021-10-17
939,Name_939,58.0,City_38,95486.46,2022-09-27
940,Name_940,59.0,City_39,N/A,2020-02-18
941,Name_941,60.0,City_40,82947.02,2021-05-12
942,Name_942,61.0,City_41,107215.24,2022-01-07
943,Name_943,62.0,City_42,51637.7,2020-09-26
944,Name_944,,City_43,102780.08,unknown
945,Name_945,64.0,City_44,50876.46,unknown
946,Name_946,65.0,City_45,106367.62,2020-02-27
947,Name_947,66.0,City_46,49631.91,2021-08-26
948,,67.0,City_47,N/A,2022-07-04
949,Name_949,,City_48,110491.68,2020-03-09
950,Name_950,69.0,City_49,80282.77,2021-08-03
951,Name_951,20.0,City_50,84314.91,2022-09-02
952,Name_952,21.0,,110351.89,2020-05-13
953,Name_953,22.0,City_52,42743.19,2021-03-19
954,Name_954,23.0,City_53,112358.5,2022-02-20
955,Name_955,24.0,City_54,N/A,2020-01-25
956,Name_956,25.0,City_55,67500.6,2021-12-17
957,,26.0,City_56,48874.34,2022-11-24
958,Name_958,27.0,City_57,N/A,2020-10-10
959,Name_959,28.0,City_58,105401.94,2021-07-10
960,Name_960,29.0,City_59,83642.11,2022-05-05
961,Name_961,30.0,City_60,102354.65,2020-11-05
962,Name_962,31.0,City_61,114455.83,2021-07-18
963,Name_963,32.0,City_62,66202.48,2022-12-13
964,Name_964,33.0,City_63,32234.91,2020-11-23
965,Name_965,34.0,City_64,117667.94,2021-06-13
966,Name_966,35.0,City_65,N/A,2022-08-09
967,Name_967,36.0,City_66,58797.18,2020-04-24
968,Name_968,37.0,,30311.45,2021-04-03
969,Name_969,,City_68,52010.1,2022-01-09
970,Name_970,39.0,City_69,68229.31,2020-10-27
971,,40.0,City_70,51878.95,2021-01-13
972,Name_972,41.0,City_71,31876.2,2022-05-09
973,Name_973,42.0,City_72,60910.33,2020-03-12
974,Name_974,43.0,City_73,53162.06,2021-09-12
975,Name_975,44.0,City_74,87130.61,2022-08-03
976,Name_976,45.0,City_75,N/A,2020-05-14
977,Name_977,46.0,City_76,82674.86,2021-03-23
978,Name_978,47.0,City_77,77259.09,2022-12-19
979,Name_979,48.0,City_78,34474.78,2020-04-03
980,Name_980,49.0,City_79,60736.18,2021-04-18
981,Name_981,50.0,City_80,88662.79,2022-10-10
982,Name_982,51.0,City_81,65710.6,2020-10-13
983,Name_983,52.0,City_82,76741.81,2021-07-24
984,Name_984,53.0,City_83,35826.37,2022-09-15
985,Name_985,54.0,,112598.85,2020-09-24
986,Name_986,55.0,City_85,58006.62,2021-12-10
987,Name_987,56.0,City_86,51569.4,2022-09-21
988,Name_988,57.0,City_87,63820.95,2020-08-22
989,Name_989,58.0,City_88,87419.53,2021-01-06
990,Name_990,59.0,City_89,95702.08,2022-05-16
991,Name_991,60.0,City_90,78419.18,2020-07-11
992,Name_992,61.0,City_91,111968.39,2021-01-23
993,Name_993,62.0,City_92,54528.62,2022-05-02
994,Name_994,63.0,City_93,32456.13,2020-05-06
995,Name_995,64.0,City_94,43417.29,2021-03-12
996,Name_996,65.0,City_95,90082.28,2022-04-08
997,Name_997,66.0,City_96,63689.84,2020-11-16
998,Name_998,67.0,City_97,39441.59,2021-03-13
999,Name_999,68.0,City_98,110083.68,2022-07-06
1000,Name_1000,69.0,City_99,54000.13,2020-12-25
1001,Name_1001,20.0,City_0,N/A,2021-03-23
1002,Name_1002,21.0,City_1,92021.29,2022-07-09
1003,Name_1003,22.0,City_2,101874.72,unknown
1004,,23.0,City_3,62387.87,2021-02-15
1005,Name_1005,24.0,City_4,107595.57,2022-04-22
1006,Name_1006,,City_5,N/A,unknown
1007,Name_1007,26.0,City_6,86549.37,unknown
1008,Name_1008,27.0,City_7,46094.58,2022-06-12
1009,Name_1009,28.0,City_8,N/A,2020-09-15
1010,Name_1010,29.0,City_9,60326.16,unknown
1011,Name_1011,30.0,City_10,48020.08,2022-11-08
1012,Name_1012,31.0,,111926.39,2020-08-15
1013,Name_1013,32.0,City_12,103418.1,2021-05-11
1014,Name_1014,33.0,City_13,118415.16,2022-06-12
1015,Name_1015,,City_14,114907.8,2020-01-07
1016,Name_1016,35.0,City_15,111503.29,2021-05-01
1017,Name_1017,36.0,City_16,31813.16,unknown
1018,Name_1018,37.0,City_17,86372.3,2020-12-21
1019,Name_1019,38.0,City_18,N/A,2021-12-22
1020,Name_1020,39.0,City_19,33591.24,2022-02-12
1021,Name_1021,40.0,City_20,54866.04,2020-01-05
1022,Name_1022,41.0,City_21,93337.86,2021-08-21
1023,Name_1023,42.0,City_22,109824.6,2022-11-19
1024,Name_1024,43.0,City_23,62129.0,2020-11-24
1025,Name_1025,44.0,City_24,N/A,2021-12-22
1026,Name_1026,,City_25,118274.63,2022-09-02
1027,Name_1027,46.0,City_26,73332.62,2020-12-20
1028,Name_1028,47.0,City_27,50299.57,2021-12-24
1029,Name_1029,48.0,City_28,32957.77,2022-02-09
1030,Name_1030,49.0,City_29,90909.42,2020-07-03
1031,Name_1031,50.0,City_30,102108.76,2021-06-12
1032,Name_1032,51.0,City_31,103048.82,unknown
1033,Name_1033,52.0,City_32,50602.52,2020-12-28
1034,Name_1034,53.0,City_33,109521.53,2021-02-09
1035,Name_1035,54.0,City_34,45286.7,2022-08-13
1036,Name_1036,55.0,City_35,52096.44,2020-03-22
1037,Name_1037,,City_36,81683.03,2021-11-15
1038,Name_1038,57.0,City_37,110383.89,2022-09-14
1039,Name_1039,58.0,City_38,80674.84,2020-01-04
1040,Name_1040,59.0,City_39,59872.82,2021-07-01
1041,Name_1041,60.0,City_40,103938.08,2022-07-19
1042,Name_1042,61.0,City_41,N/A,2020-11-18
1043,Name_1043,62.0,City_42,70522.07,2021-08-26
1044,Name_1044,63.0,City_43,N/A,unknown
1045,Name_1045,64.0,City_44,36434.82,2020-10-05
1046,Name_1046,65.0,City_45,52794.72,2021-11-10
1047,Name_1047,66.0,City_46,106499.11,2022-05-16
1048,Name_1048,67.0,,34594.13,2020-10-16
1049,Name_1049,68.0,City_48,38794.24,2021-01-20
1050,Name_1050,69.0,City_49,105936.45,2022-11-11
1051,Name_1051,20.0,City_50,N/A,unknown
1052,Name_1052,21.0,City_51,58051.78,2021-06-02
1053,Name_1053,22.0,City_52,75551.79,2022-07-15
1054,Name_1054,23.0,City_53,88468.45,2020-11-09
1055,Name_1055,24.0,City_54,49176.94,2021-06-01
1056,Name_1056,25.0,City_55,55022.77,2022-03-06
1057,Name_1057,26.0,,119641.65,2020-03-05
1058,,27.0,City_57,73800.57,2021-04-21
1059,Name_1059,28.0,City_58,N/A,2022-06-08
1060,Name_1060,29.0,City_59,64541.04,2020-10-05
1061,Name_1061,30.0,City_60,N/A,2021-01-18
1062,Name_1062,31.0,City_61,N/A,2022-01-07
1063,,32.0,City_62,119287.11,2020-11-16
1064,Name_1064,33.0,,87718.35,2021-06-14
1065,Name_1065,34.0,City_64,34989.32,2022-06-20
1066,Name_1066,35.0,City_65,110805.18,2020-09-11
1067,Name_1067,36.0,City_66,101777.21,2021-01-13
1068,Name_1068,37.0,City_67,51949.72,2022-04-25
1069,Name_1069,38.0,City_68,77273.63,2020-03-19
1070,Name_1070,39.0,City_69,108936.83,2021-08-17
1071,Name_1071,40.0,City_70,69686.75,2022-06-07
1072,Name_1072,41.0,City_71,56019.29,2020-07-22
